Draw,Date,Winning Number 1,2,3,4,5,6,Bonus Number,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize
793,2018-02-10,10,15,21,35,38,43,31,,3,3,4,2,1,1,1,2,1,5,3750146775,61,51231514,2043,1529674,98216,50000,1635392,5000
792,2018-02-03,2,7,19,25,29,36,16,2,3,3,4,2,2,1,2,1,0,7,2655736768,65,47667071,1958,1582411,99185,50000,1684675,5000
791,2018-01-27,2,10,12,31,33,42,32,,3,3,2,4,2,1,0,2,1,14,1253081893,38,76943625,2410,1213219,102931,50000,1713102,5000
790,2018-01-20,3,8,19,27,30,41,12,19,3,3,4,2,2,1,2,0,1,16,1160516274,59,52452713,2417,1280394,113336,50000,1812992,5000
789,2018-01-13,2,6,7,12,19,45,38,"2,19",5,1,3,3,3,2,0,0,1,15,1140976825,70,40749173,2437,1170473,118089,50000,1868863,5000
788,2018-01-06,2,10,11,19,35,39,29,,4,2,4,2,2,2,0,2,0,13,1401475154,70,43378993,2257,1345384,112504,50000,1828701,5000
787,2017-12-30,5,6,13,16,27,28,9,16,4,2,3,3,2,2,2,0,0,6,3092108313,51,60629575,2339,1321979,114842,50000,1863599,5000
786,2017-12-23,12,15,16,20,24,30,38,15,4,2,1,5,0,4,2,0,0,4,4551365250,96,31606704,2064,1470080,103000,50000,1708226,5000
785,2017-12-16,4,6,15,25,26,33,40,,3,3,3,3,2,1,2,1,0,6,2886622688,55,52484049,1972,1463805,100062,50000,1678240,5000
784,2017-12-09,3,10,23,24,31,39,22,,2,4,4,2,2,0,2,2,0,9,1908678000,51,56137589,2257,1268506,115089,50000,1699421,5000
783,2017-12-02,14,15,16,17,38,45,36,"38,45",4,2,3,3,0,4,0,1,1,4,4603964625,36,85258605,1869,1642221,90899,50000,1532640,5000
782,2017-11-25,6,18,31,34,38,45,20,18,2,4,2,4,1,1,0,3,1,9,1946487625,49,59586356,2047,1426347,96821,50000,1585617,5000
781,2017-11-18,11,16,18,19,24,39,43,19,4,2,3,3,0,4,1,1,0,9,1882891542,52,54314180,1967,1435861,102959,50000,1699786,5000
780,2017-11-11,15,17,19,21,27,45,16,19,4,2,6,0,0,3,2,0,1,11,1667520137,45,67936006,1681,1818632,92630,50000,1605516,5000
779,2017-11-04,6,12,19,24,34,41,4,"6,41",3,3,2,4,1,2,1,1,1,11,1527709296,66,42436370,2503,1118978,114464,50000,1751447,5000
778,2017-10-28,6,21,35,36,37,41,11,"6,21,37",2,4,4,2,1,0,1,3,1,3,6264069500,67,46746788,1731,1809379,92126,50000,1575045,5000
777,2017-10-21,6,12,17,21,34,37,18,21,4,2,3,3,1,2,1,2,0,21,833468036,66,44199063,2413,1208926,111938,50000,1766635,5000
776,2017-10-14,8,9,18,21,28,40,20,,4,2,2,4,2,1,2,1,0,7,2557579393,50,59676853,2001,1491176,102081,50000,1687650,5000
775,2017-10-07,11,12,29,33,38,42,17,"12,42",2,4,3,3,0,2,1,2,1,5,3470437650,37,78163011,1719,1682392,91297,50000,1539325,5000
774,2017-09-30,12,15,18,28,34,42,9,12,3,3,1,5,0,3,1,1,1,11,1709721512,60,52241491,1956,1602500,101524,50000,1704279,5000
773,2017-09-23,8,12,19,21,31,35,44,21,4,2,4,2,1,2,1,2,0,11,1609403080,58,50871937,2094,1409061,104474,50000,1690404,5000
772,2017-09-16,5,6,11,14,21,41,32,"6,21",5,1,4,2,2,2,1,0,1,10,1769608838,53,55648077,2027,1455032,103023,50000,1688350,5000
771,2017-09-09,6,10,17,18,21,29,30,,5,1,3,3,2,2,2,0,0,4,4362644907,49,59355714,2054,1415984,102013,50000,1680976,5000
770,2017-09-02,1,9,12,23,39,43,34,,3,3,5,1,2,1,1,1,1,8,2163099329,75,38455100,2302,1252882,108450,50000,1717526,5000
769,2017-08-26,5,7,11,16,41,45,4,7,4,2,5,1,2,2,0,0,2,9,1930760042,55,52657093,1962,1476117,99272,50000,1660799,5000
768,2017-08-19,7,27,29,30,38,44,4,,1,5,3,3,1,0,3,1,1,13,1363572260,53,55743521,1849,1597841,93126,50000,1572387,5000
767,2017-08-12,5,15,20,31,34,42,22,34,3,3,3,3,1,2,0,2,1,15,1163768725,46,63248301,1905,1527256,92437,50000,1549115,5000
766,2017-08-05,9,30,34,35,39,41,21,,1,5,4,2,1,0,1,3,1,8,2173637297,41,70687392,1734,1671386,85422,50000,1458764,5000
765,2017-07-29,1,3,8,12,42,43,33,,4,2,3,3,3,1,0,0,2,15,1109214250,54,51352512,2121,1307419,101653,50000,1643849,5000
764,2017-07-22,7,22,24,31,34,36,15,34,2,4,2,4,1,0,2,3,0,7,2459975465,44,65226623,1908,1504178,90896,50000,1530979,5000
763,2017-07-15,3,8,16,32,34,43,10,3,3,3,2,4,2,1,0,2,1,8,2138130000,45,63352000,2019,1412006,94176,50000,1562106,5000
762,2017-07-08,1,3,12,21,26,41,16,,4,2,4,2,2,1,2,0,1,10,1631432063,53,51302896,2044,1330261,103406,50000,1671344,5000
761,2017-07-01,4,7,11,24,42,45,30,42,3,3,3,3,2,1,1,0,2,7,2392730518,52,53683057,2139,1305058,101503,50000,1660130,5000
760,2017-06-24,10,22,27,31,42,43,12,"42,43",2,4,3,3,1,0,2,1,2,8,2253299391,45,66764427,1749,1717782,89221,50000,1520831,5000
759,2017-06-17,9,33,36,40,42,43,32,"9,43",1,5,3,3,1,0,0,3,2,6,3032670500,44,68924330,1761,1722130,88543,50000,1525518,5000
758,2017-06-10,5,9,12,30,39,43,24,,3,3,4,2,2,1,1,1,1,8,2078969954,63,43999365,2170,1277401,106121,50000,1680080,5000
757,2017-06-03,6,7,11,17,33,44,1,,4,2,4,2,2,2,0,1,1,21,739839858,68,38079993,2657,974573,117353,50000,1788667,5000
756,2017-05-27,10,14,16,18,27,28,4,"14,28",4,2,1,5,1,3,2,0,0,5,3414434700,53,53686081,1866,1524846,94800,50000,1598715,5000
755,2017-05-20,13,14,26,28,30,36,37,,2,4,1,5,0,2,3,1,0,8,2214427266,54,54677217,1845,1600309,89745,50000,1508502,5000
754,2017-05-13,2,8,17,24,29,31,32,"2,17,24",3,3,3,3,2,1,2,1,0,5,3427542000,50,57125700,1856,1538947,93279,50000,1573739,5000
753,2017-05-06,2,17,19,24,37,41,3,,3,3,4,2,1,2,1,1,1,6,2711105063,58,46743191,1934,1401813,97566,50000,1578072,5000
752,2017-04-29,4,16,20,33,40,43,7,"4,16,20",3,3,2,4,1,2,0,2,1,9,1870358834,75,37407177,2036,1377966,102477,50000,1646451,5000
751,2017-04-22,3,4,16,20,28,44,17,,4,2,1,5,2,2,1,0,1,8,2097968110,69,40540447,2210,1265743,102632,50000,1651438,5000
750,2017-04-15,1,2,15,19,24,36,12,24,4,2,3,3,2,2,1,1,0,7,2522104286,44,66873978,1779,1653994,93135,50000,1585532,5000
749,2017-04-08,12,14,24,26,34,45,41,,2,4,1,5,0,2,2,1,1,13,1350104395,64,45706660,1985,1473666,95573,50000,1589197,5000
748,2017-04-01,3,10,13,22,31,32,29,,4,2,3,3,2,1,1,2,0,9,1928246542,59,49023218,1937,1493222,99448,50000,1652756,5000
747,2017-03-25,7,9,12,14,23,28,17,12,4,2,3,3,2,2,2,0,0,9,1903214584,59,48386812,2217,1287696,105307,50000,1713003,5000
746,2017-03-18,3,12,33,36,42,45,25,"3,12",2,4,3,3,1,1,0,2,2,9,2038623709,58,52723027,1904,1606059,94197,50000,1589291,5000
745,2017-03-11,1,2,3,9,12,23,10,,5,1,4,2,4,1,1,0,0,20,746822982,110,22631000,3692,674272,141918,50000,1955276,5000
744,2017-03-04,10,15,18,21,34,41,43,"15,21,34,41",4,2,3,3,1,2,1,1,1,15,1155411575,61,47352934,2779,1039414,109229,50000,1636793,5000
743,2017-02-25,15,19,21,34,41,44,10,,3,3,4,2,0,2,1,1,2,7,2608641000,46,66161185,1982,1535527,91886,50000,1555362,5000
742,2017-02-18,8,10,13,36,37,40,6,,3,3,2,4,2,1,0,3,0,16,1111814813,44,67382716,1986,1492870,98348,50000,1658556,5000
741,2017-02-11,5,21,27,34,44,45,16,,2,4,4,2,1,0,2,1,2,6,3043595938,55,55338108,1829,1664077,95007,50000,1619435,5000
740,2017-02-04,4,8,9,16,17,19,31,,6,0,3,3,3,3,0,0,0,18,936929792,43,65367195,2447,1148668,115722,50000,1864169,5000
739,2017-01-28,7,22,29,33,34,35,30,,2,4,4,2,1,0,2,3,0,4,4744122282,45,70283294,1942,1628604,101983,50000,1719739,5000
738,2017-01-21,23,27,28,38,42,43,36,27,0,6,3,3,0,0,3,1,2,11,1634191091,48,62417021,1640,1826840,88050,50000,1502685,5000
737,2017-01-14,13,15,18,24,27,41,11,"18,27",3,3,4,2,0,3,2,0,1,4,4283061000,48,59486959,1937,1474122,94183,50000,1567166,5000
736,2017-01-07,2,11,17,18,21,27,6,27,5,1,4,2,1,3,2,0,0,5,3397362225,54,52428430,2250,1258283,107357,50000,1747634,5000
735,2016-12-31,5,10,13,27,37,41,4,"37,41",3,3,5,1,2,1,1,1,1,10,1847231588,50,61574387,2269,1356862,107013,50000,1752740,5000
734,2016-12-24,6,16,37,38,41,45,18,,2,4,3,3,1,1,0,2,2,9,1949395500,36,81224813,1758,1663307,92514,50000,1542069,5000
733,2016-12-17,11,24,32,33,35,40,13,32,1,5,3,3,0,1,1,4,0,4,4016725125,57,46979242,1966,1362064,101369,50000,1633952,5000
732,2016-12-10,2,4,5,17,27,32,43,2,4,2,3,3,3,1,1,1,0,7,2203270608,45,57121831,2061,1247202,104583,50000,1705993,5000
731,2016-12-03,2,7,13,25,42,45,39,,3,3,4,2,2,1,1,0,2,7,2340471054,45,60678880,1908,1431106,96083,50000,1594258,5000
730,2016-11-26,4,10,14,15,18,22,39,,6,0,1,5,2,3,1,0,0,8,2017382110,45,59774285,1741,1544999,88791,50000,1501752,5000
729,2016-11-19,11,17,21,26,36,45,16,,3,3,4,2,0,2,2,1,1,4,4198250719,35,79966681,1875,1492712,89560,50000,1504682,5000
728,2016-11-12,3,6,10,30,34,37,36,10,3,3,2,4,3,0,1,2,0,5,3243464400,56,48265840,1869,1446168,94693,50000,1559062,5000
727,2016-11-05,7,8,10,19,21,31,20,21,5,1,4,2,3,1,1,1,0,14,1115107742,87,29907105,2064,1260620,99271,50000,1600135,5000
726,2016-10-29,1,11,21,23,34,44,24,21,3,3,4,2,1,1,2,1,1,14,1166872634,56,48619694,2099,1297143,96718,50000,1556425,5000
725,2016-10-22,6,7,19,21,41,43,38,41,4,2,5,1,2,1,1,0,2,11,1579217250,47,61600673,1795,1612943,88359,50000,1504907,5000
724,2016-10-15,2,8,33,35,37,41,14,"33,35",2,4,4,2,2,0,0,3,1,12,1427789813,55,51919630,1833,1557873,90083,50000,1528970,5000
723,2016-10-08,20,30,33,35,36,44,22,30,1,5,2,4,0,1,1,3,1,8,2114365360,40,70478846,1777,1586469,85141,50000,1412967,5000
722,2016-10-01,12,14,21,30,39,43,45,43,3,3,3,3,0,2,2,1,1,4,4365422719,46,63266996,1688,1724101,84912,50000,1439078,5000
721,2016-09-24,1,28,35,41,43,44,31,1,1,5,4,2,1,0,1,1,3,8,2273767360,40,75792246,1607,1886553,84770,50000,1464353,5000
720,2016-09-17,1,12,29,34,36,37,41,,2,4,3,3,1,1,1,3,0,14,1233770358,37,77805338,1778,1619122,88260,50000,1505233,5000
719,2016-09-10,4,8,13,19,20,43,26,"4,20",5,1,3,3,2,3,0,0,1,9,1879581334,58,48609863,2020,1395729,99906,50000,1627784,5000
718,2016-09-03,4,11,20,23,32,39,40,"11,32",3,3,3,3,1,2,1,2,0,17,926166464,64,41002162,2404,1091572,114614,50000,1595315,5000
717,2016-08-27,2,11,19,25,28,32,44,2,3,3,3,3,1,2,2,1,0,6,2702433688,47,57498590,1974,1369015,96836,50000,1567530,5000
716,2016-08-20,2,6,13,16,29,30,21,2,4,2,2,4,2,2,2,0,0,12,1358752157,35,77642981,1743,1559096,88628,50000,1469730,5000
715,2016-08-13,2,7,27,33,41,44,10,"7,33",2,4,4,2,2,0,1,1,2,6,2605510438,61,42713286,1873,1391090,90747,50000,1503174,5000
714,2016-08-06,1,7,22,33,37,40,20,,3,3,4,2,2,0,1,3,0,7,2085131733,46,52883776,2029,1198943,96576,50000,1551993,5000
713,2016-07-30,2,5,15,18,19,23,44,,5,1,4,2,2,3,1,0,0,9,1714720917,50,51441628,1791,1436115,87920,50000,1470125,5000
712,2016-07-23,17,20,30,31,33,45,19,45,2,4,4,2,0,2,1,2,1,4,4034485125,47,57226740,1727,1557416,86066,50000,1449521,5000
711,2016-07-16,11,15,24,35,37,45,42,24,2,4,5,1,0,2,1,2,1,7,2277413358,44,60385961,1865,1424656,89898,50000,1465123,5000
710,2016-07-09,3,4,9,24,25,33,10,,3,3,4,2,3,0,2,1,0,5,2895441150,57,42331011,1990,1212497,102058,50000,1627229,5000
709,2016-07-02,10,18,30,36,39,44,32,10,2,4,1,5,1,1,1,2,1,14,1165271625,44,61794708,1696,1603165,82305,50000,1385853,5000
708,2016-06-25,2,10,16,19,34,45,1,"2,19",4,2,2,4,2,2,0,1,1,4,4099552219,52,52558362,1712,1596399,86091,50000,1446865,5000
707,2016-06-18,2,12,19,24,39,44,35,,3,3,2,4,1,2,1,1,1,12,1322167313,74,35734252,2006,1318213,94281,50000,1507647,5000
706,2016-06-11,3,4,6,10,28,30,37,"6,28",4,2,1,5,4,0,2,0,0,4,3831746063,51,50088184,2108,1211811,95376,50000,1531393,5000
705,2016-06-04,1,6,17,22,28,45,23,1,4,2,3,3,2,1,2,0,1,4,3987206532,49,54247708,1805,1472653,87931,50000,1453654,5000
704,2016-05-28,1,4,8,23,33,42,45,33,3,3,3,3,3,0,1,1,1,4,3865190344,47,54825395,1906,1351938,95021,50000,1519932,5000
703,2016-05-21,10,28,31,33,41,44,21,,1,5,3,3,1,0,1,2,2,5,3235784100,51,52872290,1719,1568637,84194,50000,1416580,5000
702,2016-05-14,3,13,16,24,26,29,9,"3,16",3,3,3,3,1,2,3,0,0,11,1465091387,46,58391324,1819,1476636,88043,50000,1443954,5000
701,2016-05-07,3,10,14,16,36,38,35,,4,2,1,5,2,2,0,2,0,10,1583183175,40,65965966,1659,1590500,81917,50000,1404422,5000
700,2016-04-30,11,23,28,29,30,44,13,29,1,5,3,3,0,1,4,0,1,8,2082099188,41,67710543,1562,1777294,82874,50000,1414076,5000
699,2016-04-23,4,5,8,16,21,29,3,21,5,1,3,3,3,1,2,0,0,8,1995411375,50,53210970,1799,1478905,90504,50000,1512397,5000
698,2016-04-16,3,11,13,21,33,37,18,"11,33",4,2,6,0,1,2,1,2,0,8,1921084125,48,53363448,2088,1226746,97965,50000,1550364,5000
697,2016-04-09,2,5,8,11,33,39,31,,4,2,4,2,3,1,0,2,0,10,1531443038,90,28360057,1940,1315673,99698,50000,1615786,5000
696,2016-04-02,1,7,16,18,34,38,21,"18,34,38",4,2,2,4,2,2,0,2,0,10,1632054413,44,61820243,1721,1580530,90020,50000,1501952,5000
695,2016-03-26,4,18,26,33,34,38,14,33,2,4,1,5,1,1,1,3,0,11,1450214830,66,40283746,1979,1343471,95436,50000,1558885,5000
694,2016-03-19,7,15,20,25,33,43,12,,3,3,5,1,1,2,1,1,1,10,1555036388,78,33227274,2286,1133739,102474,50000,1581822,5000
693,2016-03-12,1,6,11,28,34,42,30,11,3,3,2,4,2,1,1,1,1,10,1642763813,43,63673016,1692,1618168,87017,50000,1484420,5000
692,2016-03-05,3,11,14,15,32,36,44,15,4,2,3,3,1,3,0,2,0,7,2301273697,44,61018621,1770,1516848,87763,50000,1465709,5000
691,2016-02-27,15,27,33,35,43,45,16,33,1,5,6,0,0,1,1,2,2,6,2839296750,31,91590218,1708,1662352,86063,50000,1455528,5000
690,2016-02-20,24,25,33,34,38,39,43,38,0,6,3,3,0,0,2,4,0,15,1126507625,34,82831444,1772,1589317,87970,50000,1528472,5000
689,2016-02-13,7,17,19,30,36,38,34,,3,3,3,3,1,2,1,2,0,7,2321775911,44,61562241,1809,1497368,90296,50000,1509073,5000
688,2016-02-06,5,15,22,23,34,35,2,,3,3,4,2,1,1,2,2,0,9,1967536750,53,55685003,2107,1400715,97676,50000,1610713,5000
687,2016-01-30,1,8,10,13,28,42,45,,4,2,2,4,3,1,1,0,1,6,2720029313,38,71579719,1780,1528107,91404,50000,1538380,5000
686,2016-01-23,7,12,15,24,25,43,13,"7,12",3,3,4,2,1,2,2,0,1,8,1937531719,36,71760435,1863,1386676,91027,50000,1483730,5000
685,2016-01-16,6,7,12,28,38,40,18,,3,3,1,5,2,1,1,2,0,11,1494367671,52,52686040,1910,1434385,95302,50000,1576169,5000
684,2016-01-09,1,11,15,17,25,39,40,,4,2,6,0,1,3,1,1,0,9,1688815709,62,40858445,1968,1287208,98607,50000,1623161,5000
683,2016-01-02,6,13,20,27,28,40,15,27,3,3,2,4,1,2,2,1,0,16,1010930883,45,59907016,2704,996974,117974,50000,1700964,5000
682,2015-12-26,17,23,27,35,38,43,2,"27,43",1,5,5,1,0,1,2,2,1,4,4063713563,56,48377543,1851,1463611,87618,50000,1464978,5000
681,2015-12-19,21,24,27,29,43,44,7,29,1,5,4,2,0,0,4,0,2,6,2696328938,37,72873756,1441,1871152,73062,50000,1282079,5000
680,2015-12-12,4,10,19,29,32,42,30,,3,3,2,4,2,1,1,1,1,14,1110570563,44,58893894,1870,1385739,86441,50000,1413980,5000
679,2015-12-05,3,5,7,14,26,34,35,5,4,2,3,3,3,1,1,1,0,5,2863005600,54,44182186,1829,1304450,91171,50000,1493041,5000
678,2015-11-28,4,5,6,12,25,37,45,12,4,2,3,3,3,1,1,1,0,6,2288490188,41,55816834,1855,1233688,93305,50000,1494095,5000
677,2015-11-21,12,15,24,36,41,44,42,,2,4,2,4,0,2,1,1,2,8,1921114407,37,69229348,1701,1505871,79827,50000,1330115,5000
676,2015-11-14,1,8,17,34,39,45,27,"1,8,45",3,3,4,2,2,1,0,2,1,8,1879726500,63,39782572,1665,1505287,83276,50000,1371921,5000
675,2015-11-07,1,8,11,15,18,45,7,,5,1,4,2,2,3,0,0,1,4,3514549032,65,36046657,1806,1297361,88118,50000,1415830,5000
674,2015-10-31,9,10,14,25,27,31,11,10,3,3,4,2,2,1,2,1,0,8,1770565500,48,49182375,1846,1278849,89646,50000,1465031,5000
673,2015-10-24,7,10,17,29,33,44,5,,3,3,4,2,2,1,1,1,1,10,1491453300,35,71021586,1864,1333560,88838,50000,1450769,5000
672,2015-10-17,8,21,28,31,36,45,43,31,2,4,3,3,1,0,2,2,1,9,1754745000,46,57219946,1629,1615788,80167,50000,1341175,5000
671,2015-10-10,7,9,10,13,31,35,24,,4,2,5,1,3,1,0,2,0,4,3722322844,48,51698929,1778,1395697,90364,50000,1519963,5000
670,2015-10-03,11,18,26,27,40,41,25,,2,4,3,3,0,2,2,1,1,12,1191725219,39,61114114,2145,1111166,92680,50000,1483948,5000
669,2015-09-26,7,8,20,29,33,38,9,,3,3,3,3,2,1,1,2,0,6,2708173188,52,52080254,1949,1389520,93078,50000,1531364,5000
668,2015-09-19,12,14,15,24,27,32,3,15,3,3,2,4,0,3,2,1,0,5,2991158625,56,44511290,1873,1330824,89414,50000,1452289,5000
667,2015-09-12,15,17,25,37,42,43,13,17,2,4,5,1,0,2,1,1,2,7,2228764393,40,65005629,1543,1685176,81344,50000,1368363,5000
666,2015-09-05,2,4,6,11,17,28,16,"6,11,17",5,1,2,4,3,2,1,0,0,6,2396901063,47,50997895,1947,1231074,93631,50000,1493940,5000
665,2015-08-29,5,6,11,17,38,44,13,44,4,2,3,3,2,2,0,1,1,4,3643230375,30,80960675,1790,1356883,87227,50000,1430205,5000
664,2015-08-22,10,20,33,36,41,44,5,,2,4,2,4,1,1,0,2,2,10,1536801338,44,58212172,1530,1674076,77395,50000,1320082,5000
663,2015-08-15,3,5,8,19,38,42,20,5,4,2,3,3,3,1,0,1,1,7,2080244143,60,40449192,1627,1491673,84092,50000,1386028,5000
662,2015-08-08,5,6,9,11,15,37,26,,5,1,5,1,3,2,0,1,0,8,1689733688,43,52394844,1787,1260761,88493,50000,1426759,5000
661,2015-08-01,2,3,12,20,27,38,40,,4,2,2,4,2,2,1,1,0,8,1713025547,63,36254509,1830,1248107,87840,50000,1426883,5000
660,2015-07-25,4,9,23,33,39,44,14,,2,4,4,2,2,0,1,2,1,10,1421272575,48,49349743,1951,1214141,88247,50000,1408802,5000
659,2015-07-18,7,18,19,27,29,42,45,19,3,3,4,2,1,2,2,0,1,11,1336604216,40,61261027,1765,1388352,85028,50000,1396789,5000
658,2015-07-11,8,19,25,28,32,36,37,19,2,4,2,4,1,1,2,2,0,9,1634031375,38,64501239,1678,1460696,82738,50000,1364069,5000
657,2015-07-04,10,14,19,39,40,43,23,"14,40",3,3,3,3,1,2,0,2,1,9,1694762792,52,48887389,1562,1627494,78396,50000,1325593,5000
656,2015-06-27,3,7,14,16,31,40,39,"7,40",4,2,3,3,2,2,0,2,0,2,7330002750,48,50902797,1747,1398589,83772,50000,1385757,5000
655,2015-06-20,7,37,38,39,40,44,18,,1,5,3,3,1,0,0,4,1,9,1661439625,41,60784377,1610,1547926,77437,50000,1281655,5000
654,2015-06-13,16,21,26,31,36,43,6,26,2,4,3,3,0,1,2,2,1,8,1879301391,69,36315003,1787,1402203,77788,50000,1282725,5000
653,2015-06-06,5,6,26,27,38,39,1,,2,4,3,3,2,0,2,2,0,14,980958670,56,40873278,1997,1146172,88995,50000,1419408,5000
652,2015-05-30,3,13,15,40,41,44,20,44,3,3,4,2,1,2,0,1,2,5,3003483525,36,69525082,1504,1664165,75739,50000,1280663,5000
651,2015-05-23,11,12,16,26,29,44,18,11,3,3,2,4,0,3,2,0,1,8,1855306454,35,70678342,1684,1468968,82567,50000,1365832,5000
650,2015-05-16,3,4,7,11,31,41,35,"3,41",4,2,5,1,3,1,0,1,1,5,2849298900,45,52764795,1814,1308940,87030,50000,1429743,5000
649,2015-05-09,3,21,22,33,41,42,20,,3,3,4,2,1,0,2,1,2,5,2948042100,45,54593373,1689,1454531,80347,50000,1313125,5000
648,2015-05-02,13,19,28,37,38,43,4,,2,4,4,2,0,2,1,2,1,7,2120987947,45,54988577,1631,1517159,80986,50000,1318403,5000
647,2015-04-25,5,16,21,23,24,30,29,24,3,3,3,3,1,1,4,0,0,7,2189725608,44,58060907,1596,1600677,79202,50000,1351926,5000
646,2015-04-18,2,9,24,41,43,45,30,41,2,4,4,2,2,0,1,0,3,7,2215498393,36,71798560,1522,1698258,77400,50000,1321212,5000
645,2015-04-11,1,4,16,26,40,41,31,,3,3,2,4,2,1,1,1,1,4,3696297750,28,88007090,1766,1395356,87873,50000,1444728,5000
644,2015-04-04,5,13,17,23,28,36,8,,3,3,4,2,1,2,2,1,0,8,1831451204,49,49835407,1879,1299593,87582,50000,1401744,5000
643,2015-03-28,15,24,31,32,33,40,13,24,1,5,3,3,0,1,1,4,0,6,2535763625,43,58971248,1525,1662796,84656,50000,1407225,5000
642,2015-03-21,8,17,18,24,39,45,32,18,3,3,3,3,1,2,1,1,1,12,1251460438,62,40369692,1815,1379020,88406,50000,1465689,5000
641,2015-03-14,11,18,21,36,37,43,12,"18,21",3,3,4,2,0,2,1,2,1,8,1990074563,50,53068655,1565,1695485,79145,50000,1340371,5000
640,2015-03-07,14,15,18,21,26,35,23,15,4,2,3,3,0,3,2,1,0,9,1728768834,48,54024027,1639,1582156,85410,50000,1404905,5000
639,2015-02-28,6,15,22,23,25,32,40,22,3,3,3,3,1,1,3,1,0,4,4061185219,45,60165707,1628,1663058,84861,50000,1439719,5000
638,2015-02-21,7,18,22,24,31,34,6,22,3,3,2,4,1,1,2,2,0,7,2229403179,41,63438302,1719,1513072,84781,50000,1422596,5000
637,2015-02-14,3,16,22,37,38,44,23,16,3,3,2,4,1,1,1,2,1,4,3899241094,45,57766535,1637,1587963,82147,50000,1369826,5000
636,2015-02-07,6,7,15,16,20,31,26,,5,1,3,3,2,3,0,1,0,8,1832362219,44,55526128,1973,1238292,90830,50000,1461300,5000
635,2015-01-31,11,13,25,26,29,33,32,11,2,4,5,1,0,2,3,1,0,8,1855587235,35,70689038,1650,1499465,85675,50000,1427626,5000
634,2015-01-24,4,10,11,12,20,27,38,"12,20",5,1,2,4,2,3,1,0,0,13,1077935106,54,43250483,2208,1057757,101514,50000,1562975,5000
633,2015-01-17,9,12,19,20,39,41,13,,4,2,4,2,1,3,0,1,1,12,1217257094,47,51798175,1789,1360825,87613,50000,1430227,5000
632,2015-01-10,15,18,21,32,35,44,6,,3,3,3,3,0,2,1,2,1,11,1432587716,52,50507901,1645,1596603,78418,50000,1320223,5000
631,2015-01-03,1,2,4,23,31,34,8,31,3,3,3,3,3,0,1,2,0,4,3919853532,46,56809472,1676,1559210,85710,50000,1491785,5000
630,2014-12-27,8,17,21,24,27,31,15,31,3,3,4,2,1,1,3,1,0,3,4836305500,48,50378183,1631,1482620,84380,50000,1420745,5000
629,2014-12-20,19,28,31,38,43,44,1,,1,5,3,3,0,1,1,2,2,5,2919433575,34,71554745,1321,1841682,68554,50000,1183752,5000
628,2014-12-13,1,7,12,15,23,42,11,,4,2,4,2,2,2,1,0,1,9,1499942875,37,60808495,1628,1382012,80147,50000,1323978,5000
627,2014-12-06,2,9,22,25,31,45,12,,3,3,4,2,2,0,2,1,1,10,1352230650,35,64391936,1532,1471096,74824,50000,1243945,5000
626,2014-11-29,13,14,26,33,40,43,15,,2,4,3,3,0,2,1,2,1,8,1717871110,45,50899885,1766,1296996,86261,50000,1371217,5000
625,2014-11-22,3,6,7,20,21,39,13,7,5,1,4,2,3,1,1,1,0,5,2765184675,45,51207124,1654,1393181,82014,50000,1354445,5000
624,2014-11-15,1,7,19,26,27,35,16,7,3,3,5,1,2,1,2,1,0,5,2763729450,61,37755867,1574,1463220,78840,50000,1309900,5000
623,2014-11-08,7,13,30,39,41,45,25,,2,4,5,1,1,1,1,1,2,8,1813702594,35,69093433,1456,1660900,73522,50000,1245962,5000
622,2014-11-01,9,15,16,21,28,34,24,16,4,2,3,3,1,2,2,1,0,9,1630598292,34,71938160,1629,1501472,77626,50000,1270437,5000
621,2014-10-25,1,2,6,16,19,42,9,"2,16",5,1,2,4,3,2,0,0,1,6,2359723500,62,38060057,1555,1517508,82843,50000,1336734,5000
620,2014-10-18,2,16,17,32,39,45,40,,3,3,3,3,1,2,0,2,1,7,2028283233,44,53780238,1661,1424643,78155,50000,1266599,5000
619,2014-10-11,6,8,13,30,35,40,21,"8,30",3,3,2,4,2,1,1,2,0,3,4612479375,59,39088809,1712,1347103,83710,50000,1355209,5000
618,2014-10-04,8,16,25,30,42,43,15,,2,4,2,4,1,1,2,0,2,5,2881326225,45,53357894,1581,1518726,75243,50000,1260882,5000
617,2014-09-27,4,5,11,12,24,27,28,5,4,2,3,3,2,2,2,0,0,8,1629701860,43,50533391,1993,1090284,93731,50000,1481805,5000
616,2014-09-20,5,13,18,23,40,45,3,"18,23",3,3,4,2,1,2,1,1,1,9,1611811250,49,49341161,1700,1422187,81118,50000,1350809,5000
615,2014-09-13,10,17,18,19,23,27,35,,4,2,4,2,1,3,2,0,0,9,1535062417,31,74277214,1670,1378799,83981,50000,1383278,5000
614,2014-09-06,8,21,25,39,40,44,18,"8,44",2,4,3,3,1,0,2,2,1,6,2540975438,46,55238597,1523,1668402,80393,50000,1360707,5000
613,2014-08-30,7,8,11,16,41,44,35,,4,2,3,3,2,2,0,0,2,9,1549831209,30,77491561,1538,1511539,77945,50000,1299580,5000
